customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,age,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation
2225,Christina,Easum,Female,45,34,1988-04-02,Occupational Therapist,Health,Affluent Customer,N,"'""''''""",No,19,37353 Alpine Circle,2214,NSW,Australia,8
2226,Hedvig,Flatt,Female,10,66,1955-07-22,Biostatistician II,Entertainment,Mass Customer,N,,No,11,581 Granby Parkway,3025,VIC,Australia,8
2227,Duff,Kemble,Male,45,45,1976-07-16,Systems Administrator I,Property,Affluent Customer,N,1'; DROP TABLE users--,Yes,9,3073 Golf View Terrace,4165,QLD,Australia,8
2228,Rosita,Soppeth,Female,12,66,1956-03-09,Geological Engineer,Manufacturing,High Net Worth,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,9,95 Riverside Way,2640,NSW,Australia,1
2229,Linette,Gotmann,Female,76,63,1959-04-10,Cost Accountant,Financial Services,Affluent Customer,N,testâ testâ«,Yes,7,390 Meadow Vale Circle,2560,NSW,Australia,9
2230,Gertruda,Shrimpling,Female,53,44,1977-12-22,Recruiting Manager,n/a,Mass Customer,N,ğ¾ ğ ğ ğ ğ ğ ğ ğ§,No,19,501 Reindahl Alley,2069,NSW,Australia,12
2231,Rasla,Landreth,Female,68,62,1959-09-25,Accounting Assistant II,n/a,Mass Customer,N,1;DROP TABLE users,No,13,0 Mifflin Alley,4818,QLD,Australia,5
2232,Nev,Malone,Male,69,32,1990-05-07,Help Desk Technician,n/a,Mass Customer,N,-1.00E+02,Yes,11,261 Mosinee Avenue,2335,NSW,Australia,5
2233,Cassi,Killingworth,Female,49,48,1973-09-04,Sales Associate,n/a,Mass Customer,N,âªâªtestâª,Yes,8,57 Boyd Avenue,2287,NSW,Australia,7
2234,Dylan,Hanvey,Male,48,35,1986-09-09,Electrical Engineer,Manufacturing,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,18,9 Washington Drive,3079,VIC,Australia,9
2235,Maxine,Cauldwell,Female,75,42,1979-10-02,Social Worker,Health,Affluent Customer,N,âªâªtestâª,No,16,48 Straubel Court,2400,NSW,Australia,1
2236,Arin,Crickmoor,Male,0,54,1968-04-16,Data Coordiator,Manufacturing,Affluent Customer,N,testâ testâ«,Yes,13,70 Old Gate Avenue,3043,VIC,Australia,7
2237,Julia,Walden,Female,83,53,1969-06-26,Recruiting Manager,n/a,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,9,40062 Steensland Center,3977,VIC,Australia,6
2238,Nata,Plinck,Female,96,43,1978-09-14,Director of Sales,Retail,Mass Customer,N,NIL,Yes,14,39179 Bayside Terrace,3148,VIC,Australia,9
2239,Jocelyne,Pasquale,Female,0,62,1960-01-11,Associate Professor,Property,High Net Worth,N,-1,Yes,8,04488 Amoth Parkway,2036,NSW,Australia,8
2240,Niall,Hallifax,Male,4,52,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,â°â´âµ,Yes,16,259 Homewood Pass,2092,NSW,Australia,10
2241,Augy,Jerrems,Male,45,47,1975-02-23,Paralegal,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,No,10,863 Crescent Oaks Hill,4215,QLD,Australia,1
2242,Elsy,Springell,Female,25,44,1977-09-24,VP Sales,n/a,Mass Customer,N,â«testâ«,Yes,21,353 Scott Road,2770,NSW,Australia,7
2243,Lena,Cronshaw,Female,76,45,1976-08-28,Business Systems Development Analyst,n/a,Affluent Customer,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,Yes,7,97 Randy Junction,2040,NSW,Australia,12
2244,Sidney,Cargon,Male,97,50,1972-05-10,Software Test Engineer III,Manufacturing,Mass Customer,N,1'; DROP TABLE users--,No,5,047 Northfield Trail,3127,VIC,Australia,12
2245,Elsinore,Banbrook,Female,11,42,1980-04-21,Marketing Manager,Argiculture,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,3,0132 Merrick Way,2770,NSW,Australia,9
2246,Giraldo,Lacer,Male,16,43,1979-01-24,Database Administrator III,n/a,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,13,9248 Ludington Circle,2714,NSW,Australia,1
2247,Gweneth,Wilkins,Female,17,27,1995-01-20,Teacher,Retail,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,1,81 Forest Dale Center,3555,VIC,Australia,3
2248,Helsa,Grandisson,Female,33,26,1996-05-23,Software Engineer I,Manufacturing,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,1,0 Blaine Point,3183,VIC,Australia,7
2249,Kiele,Caghan,Female,7,25,1996-11-11,Recruiting Manager,Financial Services,Mass Customer,N,â«testâ«,No,5,90 2nd Lane,2768,NSW,Australia,10
2250,De witt,Gleave,Male,72,30,1992-06-26,Recruiting Manager,Telecommunications,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,7,8718 Warner Avenue,2148,NSW,Australia,8
2251,Leslie,Shotboult,Male,68,62,1959-08-19,Recruiting Manager,Property,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,19,4 Mallory Hill,2880,NSW,Australia,1
2252,Darcey,Annis,Male,31,40,1982-06-13,Teacher,IT,High Net Worth,N,,Yes,,29180 American Ash Circle,2560,NSW,Australia,9
2253,Gracie,Kubacki,Female,28,63,1959-02-08,Office Assistant I,Manufacturing,Affluent Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,13,6471 Meadow Valley Court,2097,NSW,Australia,11
2254,Ann,Beek,Female,36,66,1955-10-21,Programmer Analyst II,Health,Affluent Customer,N,ğµ ğ ğ ğ,No,18,9 Waxwing Pass,2008,NSW,Australia,11
2255,Iorgo,Krol,Male,92,29,1992-07-11,Dental Hygienist,Health,Affluent Customer,N,-1,Yes,5,8 Buell Crossing,2320,NSW,Australia,5
2256,Mara,Rosterne,Female,28,44,1978-02-26,Marketing Manager,Retail,Mass Customer,N,0/0,No,15,40 Rigney Street,2200,NSW,Australia,8
2257,Siward,Corradino,Male,27,44,1977-10-13,Librarian,Entertainment,Mass Customer,N,â«testâ«,No,15,7035 Crest Line Place,3101,VIC,Australia,11
2258,Cathy,Powter,Female,63,48,1974-03-21,Account Executive,Retail,High Net Worth,N,ï½ï½¨(Â´âï½â©,No,7,9129 Gale Court,4226,QLD,Australia,8
2259,Leanora,Calbert,Female,83,23,1999-07-02,Environmental Specialist,n/a,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,2,71109 Vernon Way,3350,VIC,Australia,4
2260,Jarad,Barthropp,Male,38,55,1967-02-09,Administrative Assistant IV,Argiculture,High Net Worth,N,01-Feb,No,11,883 Almo Terrace,3977,VIC,Australia,6
2261,Gerome,Monshall,Male,81,41,1980-09-21,Account Representative II,Health,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,13,987 Victoria Trail,4006,QLD,Australia,8
2262,Nyssa,Banister,Female,90,38,1984-04-21,Pharmacist,Health,Mass Customer,N,âğ¿ ğªğ¿ ğğ¿ ğğ¿ ğğ¿ ğğ¿,Yes,2,7037 North Park,2484,NSW,Australia,6
2263,Lois,Sorel,Female,79,35,1987-02-06,Professor,Argiculture,Mass Customer,N,â°â´âµâââ,Yes,21,93 Shasta Avenue,4171,QLD,Australia,10
2264,Tony,Shirley,Female,18,49,1972-07-17,Occupational Therapist,Health,Affluent Customer,N,ğ,No,9,9574 David Lane,3218,VIC,Australia,8
2265,Brendan,Vicent,Male,55,41,1980-07-29,Recruiting Manager,Property,Mass Customer,N,,Yes,5,1 Del Sol Center,2323,NSW,Australia,3
2266,Jeth,Tomes,Male,74,23,1998-10-11,Recruiting Manager,Retail,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,No,1,38 Valley Edge Plaza,3095,VIC,Australia,10
2267,Andrei,Mulchrone,Female,78,58,1964-04-28,Business Systems Development Analyst,n/a,Affluent Customer,N,âğ¿ ğªğ¿ ğğ¿ ğğ¿ ğğ¿ ğğ¿,No,14,004 Gulseth Junction,2619,NSW,Australia,8
2268,Wilhelmina,Gothup,Female,66,56,1965-10-07,Pharmacist,Health,Mass Customer,N,testâ testâ«,No,19,503 Clove Crossing,4306,QLD,Australia,4
2269,Beitris,Lamy,Female,33,32,1989-11-11,Product Engineer,n/a,Mass Customer,N,â¦testâ§,No,9,0346 Dayton Hill,2092,NSW,Australia,12
2270,Augustus,Edleston,Male,50,55,1966-09-28,Information Systems Manager,Retail,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,9,5 Derek Pass,2090,NSW,Australia,10
2271,King,Hoston,Male,96,48,1974-03-26,Recruiting Manager,Telecommunications,Mass Customer,N,"''''""",Yes,18,3417 Huxley Pass,3355,VIC,Australia,2
2272,Grete,Hindenburg,Female,82,27,1994-12-21,Internal Auditor,Manufacturing,Mass Customer,N,-1.00E+02,No,1,163 Gale Center,2077,NSW,Australia,10
2273,Rhetta,Lambrook,Female,71,57,1964-08-04,Assistant Professor,n/a,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,9,09 Grim Lane,3752,VIC,Australia,4
2274,Nada,Reinert,Female,15,42,1979-11-26,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,,Yes,13,31953 Dixon Way,2580,NSW,Australia,4
2275,Ursulina,Carter,Female,77,29,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,8,463 Rowland Drive,2066,NSW,Australia,9
2276,Stormy,Caveney,Female,90,36,1985-10-06,Desktop Support Technician,n/a,Mass Customer,N,(ï½¡â â âï½¡),Yes,12,054 Mesta Drive,3620,VIC,Australia,1
2277,Gillie,Ruben,Female,44,58,1963-08-22,Cost Accountant,Financial Services,High Net Worth,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,7,33550 Spohn Terrace,3630,VIC,Australia,1
2278,Gerri,Heliet,Male,11,44,1977-09-25,Product Engineer,Health,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,8,953 Del Sol Point,3630,VIC,Australia,4
2279,Garrett,Szymon,Male,42,43,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,ğ¾ ğ ğ ğ ğ ğ ğ ğ§,No,3,369 Milwaukee Court,3630,VIC,Australia,2
2280,Wrennie,Alexandersson,Female,93,61,1960-11-18,Budget/Accounting Analyst I,n/a,Mass Customer,N,-$1.00,No,9,10055 Old Shore Lane,3630,VIC,Australia,1
2281,Valaria,Abrehart,Female,56,33,1989-05-10,Recruiting Manager,n/a,High Net Worth,N,0.00E+00,Yes,14,018 Porter Court,3631,VIC,Australia,6
2282,Dominic,Gregoletti,Male,81,65,1957-02-25,Senior Financial Analyst,Financial Services,Affluent Customer,N,1.00E+02,Yes,7,67 Elka Court,3630,VIC,Australia,3
2283,Gaspar,Janaway,Male,44,68,1954-02-08,Software Consultant,n/a,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,16,5086 Meadow Ridge Circle,3350,VIC,Australia,7
2284,Ola,Lenoir,Female,83,48,1974-02-16,Staff Accountant IV,Telecommunications,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,14,66 Talmadge Terrace,3630,VIC,Australia,1
2285,Maritsa,Bellison,Female,71,48,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,é¨è½æ ¼,No,5,09356 Badeau Drive,3630,VIC,Australia,1
2286,Katuscha,Sapsed,Female,20,27,1995-06-02,Staff Scientist,Manufacturing,High Net Worth,N,"'""''''""",No,5,1032 Killdeer Place,3631,VIC,Australia,3
2287,Gisela,Partener,Female,53,48,1974-04-22,Human Resources Assistant I,Telecommunications,High Net Worth,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,No,20,91 Ilene Parkway,3630,VIC,Australia,1
2288,Cirillo,Hook,Male,63,58,1964-05-04,Staff Scientist,Manufacturing,High Net Worth,N,ã,No,8,5015 Pawling Park,2525,NSW,Australia,9
2289,Kissie,Steanson,Female,97,41,1980-09-25,Research Nurse,Health,Affluent Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,13,5701 Sugar Court,2880,NSW,Australia,1
2290,Myca,Standley,Male,18,41,1981-03-10,Account Executive,Manufacturing,Mass Customer,N,â£,Yes,5,7 Melrose Circle,4017,QLD,Australia,5
2291,Guido,Meynell,Male,67,51,1971-04-13,Accountant IV,Manufacturing,Affluent Customer,N,åè£½æ¼¢èª,Yes,4,33 Novick Parkway,2156,NSW,Australia,12
2292,Christie,MacClure,Female,17,24,1998-06-02,Research Nurse,Health,Mass Customer,N,00ËÆ$-,Yes,2,23 Village Way,4215,QLD,Australia,9
2293,Engracia,Newcom,Female,70,64,1958-03-07,Financial Advisor,Financial Services,Affluent Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,16,834 Pierstorff Lane,4228,QLD,Australia,10
2294,Skipton,Cordie,Male,25,35,1987-06-16,Associate Professor,Manufacturing,Mass Customer,N,1.00E+02,No,21,974 Fisk Alley,3977,VIC,Australia,4
2295,Farris,Hazelby,Male,35,40,1982-06-13,Internal Auditor,IT,Mass Customer,N,,Yes,,531 Springview Lane,3101,VIC,Australia,10
2296,Nathalia,Sanger,Female,16,20,2002-01-01,Geologist IV,Retail,Affluent Customer,N,ï½ï½¨(Â´âï½â©,No,1,2 Nova Street,4228,QLD,Australia,8
2297,Pauletta,Taffee,Female,16,50,1971-11-27,Geological Engineer,Manufacturing,Affluent Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,19,3242 Arizona Junction,4101,QLD,Australia,10
2298,Brigham,Vyse,Male,64,24,1997-10-28,Environmental Tech,Property,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,5,4 Delaware Terrace,3804,VIC,Australia,8
2299,Mahmoud,Dagworthy,Male,11,35,1986-10-21,Computer Systems Analyst I,Property,High Net Worth,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,7,1913 Magdeline Point,2022,NSW,Australia,12
2300,Cary,Cockerham,Male,20,23,1998-09-26,Recruiting Manager,Financial Services,Mass Customer,N,-1,Yes,3,54 Annamark Place,2565,NSW,Australia,8
2301,Ken,Vashchenko,Male,66,55,1966-10-30,Senior Cost Accountant,Financial Services,Mass Customer,N,00ËÆ$-,Yes,19,84 Main Lane,3149,VIC,Australia,10
2302,Loraine,Beamish,Female,43,23,1999-01-09,Mechanical Systems Engineer,Retail,Mass Customer,N,null,Yes,4,9 Lake View Avenue,3178,VIC,Australia,9
2303,Alair,Combe,Male,22,29,1993-04-13,Database Administrator IV,Retail,Mass Customer,N,$1.00,Yes,4,015 Fulton Pass,4568,QLD,Australia,8
2304,Shelia,Bellew,Female,65,65,1957-06-01,Recruiting Manager,n/a,Mass Customer,N,01-Feb,Yes,11,00 Marcy Crossing,3115,VIC,Australia,9
2305,Aeriell,Greeding,Female,91,37,1984-07-09,Chief Design Engineer,Financial Services,Affluent Customer,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,Yes,13,0991 Commercial Road,4300,QLD,Australia,5
2306,Hilary,Tregunna,Female,98,62,1960-04-19,Paralegal,Financial Services,High Net Worth,N,ã,Yes,9,24198 Almo Crossing,2021,NSW,Australia,12
2307,Corina,Shadwick,Female,57,44,1978-06-28,Desktop Support Technician,Retail,High Net Worth,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,Yes,13,01268 Stuart Hill,2145,NSW,Australia,10
2308,Nancey,Hastie,Female,52,59,1963-03-19,Paralegal,Financial Services,Mass Customer,N,-1,Yes,17,25139 Rockefeller Center,4350,QLD,Australia,2
2309,Herc,McIlhone,Male,40,37,1985-01-13,Accounting Assistant I,Manufacturing,Affluent Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,14,159 Graceland Terrace,4343,QLD,Australia,1
2310,Jed,Humpherston,Male,12,52,1970-02-10,Executive Secretary,n/a,High Net Worth,N,Ù¡Ù¢Ù£,Yes,11,0522 Nelson Crossing,4304,QLD,Australia,3
2311,Addi,,Female,49,33,1989-02-15,Design Engineer,Health,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,16,90609 Charing Cross Lane,2250,NSW,Australia,7
2312,Ronnica,Grebner,Female,72,42,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,18,360 Troy Parkway,3223,VIC,Australia,6
2313,Christa,Pauley,Female,54,55,1966-07-10,Chemical Engineer,Manufacturing,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,12,08475 Shoshone Park,3116,VIC,Australia,9
2314,Ravid,Lapenna,Male,59,28,1993-12-22,Registered Nurse,Health,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,7,44778 Bellgrove Crossing,3205,VIC,Australia,10
2315,Pernell,MacCheyne,Male,25,28,1994-03-01,Community Outreach Specialist,Financial Services,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,8,69444 Mccormick Junction,2539,NSW,Australia,9
2316,Vernen,Bourgaize,Male,79,44,1978-03-21,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ğ,Yes,11,64 Macpherson Junction,2208,NSW,Australia,11
2317,Alwin,Cuberley,Male,97,45,1976-12-07,Tax Accountant,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,16,386 Jay Junction,4218,QLD,Australia,3
2318,Willa,Malyan,Female,30,34,1988-03-01,Automation Specialist I,Manufacturing,Mass Customer,N,â°â´âµ,Yes,6,496 Summit Road,2120,NSW,Australia,10
2319,David,Darrigrand,Male,63,37,1985-05-03,Librarian,Entertainment,High Net Worth,N,1,No,18,54970 Veith Hill,4125,QLD,Australia,7
2320,Kaylyn,Throssell,Female,14,56,1965-12-21,Senior Developer,Manufacturing,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,16,33477 Trailsway Park,4818,QLD,Australia,5
2321,Libbi,Freeberne,Female,27,42,1980-03-25,Nuclear Power Engineer,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,20,92 Schlimgen Hill,3023,VIC,Australia,8
2322,Hazlett,Rosenschein,Male,72,30,1992-05-24,Biostatistician III,Health,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,2,3 Talisman Court,3204,VIC,Australia,11
2323,Adair,Piser,Male,2,34,1988-04-30,Desktop Support Technician,Property,High Net Worth,N,â°â´âµâââ,No,13,69893 Loomis Junction,2229,NSW,Australia,10
2324,Jerrold,Robben,Male,44,55,1966-08-05,Sales Associate,Manufacturing,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,16,6505 Fieldstone Alley,4037,QLD,Australia,8
2325,Emmett,Whatsize,Male,50,58,1964-01-06,Database Administrator IV,Retail,High Net Worth,N,-1,Yes,12,5 1st Park,2285,NSW,Australia,6
2326,Trev,Boothebie,Male,64,56,1966-06-22,Programmer Analyst I,Retail,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,No,14,83 American Ash Drive,2261,NSW,Australia,8
2327,Alie,Sowle,Female,19,59,1963-04-05,Budget/Accounting Analyst II,n/a,Affluent Customer,N,â¡,No,6,94 Twin Pines Trail,2567,NSW,Australia,8
2328,Gayler,Shackle,Male,63,36,1986-06-03,Dental Hygienist,Health,Mass Customer,N,âââ,Yes,8,034 Eagan Avenue,2560,NSW,Australia,6
2329,Donny,Stiven,Female,7,64,1957-12-19,Computer Systems Analyst II,IT,Affluent Customer,N,"""'",No,20,3 Mariners Cove Terrace,3108,VIC,Australia,10
2330,Claresta,Bonnor,Female,5,32,1990-01-17,Account Coordinator,Property,Mass Customer,N,",./;'[]\-=",No,9,2 Raven Way,3106,VIC,Australia,10
2331,Marybelle,Antal,Female,48,59,1963-04-11,Database Administrator III,Financial Services,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,10,4527 Butterfield Circle,2076,NSW,Australia,9
2332,Jeff,Goodere,Male,99,45,1977-04-20,Developer III,Property,High Net Worth,N,é¨è½æ ¼,Yes,10,366 Hovde Park,2566,NSW,Australia,8
