transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,transaction_month,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,age,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation
1251,80,803,17/06/2017,TRUE,Approved,"Trek Bicycles",Standard,medium,large,1469.44,$596.55,41047,$872.89,June,803,Nina,Murcutt,Female,96,22,1999-11-11,"Nuclear Power Engineer",Manufacturing,"High Net Worth",N,ï½ï½¨(Â´âï½â©,No,3,"40402 Moulton Park",2282,NSW,Australia,8
485,87,804,17/03/2017,FALSE,Approved,"OHM Cycles",Standard,medium,medium,1636.9,$44.71,37499,"$1,592.19",March,804,Henrietta,Seater,Female,98,23,1999-06-17,"Technical Writer",n/a,"High Net Worth",N,"â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð",Yes,1,"246 Norway Maple Trail",3810,VIC,Australia,2
2462,86,805,21/02/2017,FALSE,Approved,"OHM Cycles",Standard,medium,medium,235.63,$125.07,38206,$110.56,February,805,Jorrie,Hanhardt,Female,48,62,1960-04-19,"Electrical Engineer",Manufacturing,"Mass Customer",N,,No,10,"2 Autumn Leaf Plaza",2137,NSW,Australia,8
117,42,806,24/03/2017,FALSE,Approved,"OHM Cycles",Road,medium,small,1810,"$1,610.90",34071,$199.10,March,806,Carter,Kaesmakers,Male,66,29,1992-07-28,"Sales Representative",Retail,"Mass Customer",N,0,Yes,7,"808 Starling Place",2173,NSW,Australia,9
2395,90,810,11/08/2017,TRUE,Approved,"Norco Bicycles",Standard,low,medium,363.01,$290.41,37539,$72.60,August,810,Fawnia,Bartrum,Female,24,24,1998-04-04,"Software Test Engineer IV",Health,"Mass Customer",N,../../../../../../../../../../../etc/passwd%00,Yes,1,"8208 Lotheville Street",3805,VIC,Australia,8
2991,0,812,10/04/2017,TRUE,Approved,,,,,1294.66,,0,"$1,294.66",April,812,Coral,Dunkirk,Female,1,32,1989-09-22,"Recruiting Manager","Financial Services","Mass Customer",N,1.00E+02,No,16,"44 Lakewood Gardens Pass",2122,NSW,Australia,10
970,17,815,11/07/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,34165,$409.86,July,815,Caryn,Sampey,Female,47,47,1974-07-06,"Recruiting Manager",Manufacturing,"Mass Customer",N,"<img src=x onerror=alert('hi') />",Yes,22,"84 Loomis Pass",2000,NSW,Australia,12
631,3,818,20/11/2017,FALSE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,$388.92,41167,"$1,702.55",November,818,Beverie,Bosanko,Female,17,48,1973-12-21,"Chemical Engineer",Manufacturing,"Mass Customer",N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,11,"659 Scofield Street",3175,VIC,Australia,5
447,0,820,23/06/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245,$17.87,June,820,Cecilia,Chipchase,Female,12,45,1977-01-06,"Recruiting Manager","Financial Services","High Net Worth",N,1.00E+02,No,16,"09413 Holmberg Terrace",4127,QLD,Australia,3
105,89,821,26/10/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,41434,"$1,305.25",October,821,Gregoor,Aronovitz,Male,41,40,1981-07-24,"Financial Analyst","Financial Services","Mass Customer",N,00ËÆ$-,Yes,7,"8640 Village Junction",2066,NSW,Australia,12
588,44,823,30/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672,"$1,660.88",August,823,Stesha,Morecombe,Female,91,32,1990-02-17,"Internal Auditor",Manufacturing,"Affluent Customer",N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,9,"1 Oriole Alley",4171,QLD,Australia,11
1835,44,824,30/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672,"$1,660.88",September,824,Fleurette,Whardley,Female,97,45,1977-02-27,"Financial Advisor","Financial Services","Affluent Customer",N,NIL,Yes,12,"8925 Ryan Trail",2073,NSW,Australia,11
65,28,825,16/05/2017,TRUE,Approved,"Norco Bicycles",Standard,medium,small,1216.14,"$1,082.36",42696,$133.78,May,825,Willis,Whyler,Male,17,46,1975-08-15,"Computer Systems Analyst IV",n/a,"Affluent Customer",N,0/0,Yes,16,"77 Nova Junction",3218,VIC,Australia,8
526,20,827,02/04/2017,TRUE,Approved,"Trek Bicycles",Standard,medium,small,1775.81,"$1,580.47",40303,$195.34,April,827,Phillis,Rudwell,Female,90,26,1996-05-07,"Recruiting Manager",Health,"Affluent Customer",N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",No,5,"205 Melody Circle",4207,QLD,Australia,4
1635,15,830,01/05/2017,TRUE,Approved,"Norco Bicycles",Standard,low,medium,958.74,$748.90,38693,$209.84,May,830,Jayson,Chilcott,Male,58,41,1981-05-31,"VP Quality Control",Manufacturing,"Affluent Customer",N,"'"''''"",No,6,"3 Washington Plaza",3199,VIC,Australia,7
387,100,832,15/10/2017,TRUE,Approved,"Norco Bicycles",Road,medium,medium,1036.59,$206.35,33364,$830.24,October,832,Shaun,Murphey,Male,30,44,1977-11-30,"Research Assistant IV",Retail,"Mass Customer",N,,No,14,"4 Sachtjen Avenue",4210,QLD,Australia,10
265,20,834,26/06/2017,FALSE,Approved,"Trek Bicycles",Standard,medium,small,1775.81,"$1,580.47",40303,$195.34,June,834,Rudolf,Brandes,Male,37,49,1973-04-07,"Environmental Tech","Financial Services","Mass Customer",N,"ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾",No,3,"6 Green Ridge Circle",4350,QLD,Australia,3
2704,40,835,23/10/2017,TRUE,Approved,"OHM Cycles",Standard,high,medium,1458.17,$874.90,38750,$583.27,October,835,Zachary,Matyukon,Male,85,54,1968-04-22,"Electrical Engineer",Manufacturing,"Mass Customer",N,-1.00E+00,Yes,9,"6841 Dawn Drive",2880,NSW,Australia,1
688,40,836,01/08/2017,FALSE,Approved,"OHM Cycles",Standard,high,medium,1458.17,$874.90,38750,$583.27,August,836,Clemence,Vautre,Female,33,32,1990-04-02,Actuary,"Financial Services","Mass Customer",N,"0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð",Yes,9,"74251 Golden Leaf Lane",4413,QLD,Australia,3
1611,48,837,06/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41064,$812.44,June,837,Derick,Fasler,Male,4,65,1957-01-11,"Internal Auditor",n/a,"Mass Customer",N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,13,"2 Dwight Street",3187,VIC,Australia,11
1003,93,841,31/05/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,39298,$834.94,May,841,Hanan,McGreay,Male,93,55,1966-09-22,"Marketing Manager",Manufacturing,"Affluent Customer",N,!@#$%^&*(),Yes,8,"3387 Warrior Court",2527,NSW,Australia,7
1553,62,842,23/10/2017,,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378,$409.86,October,842,Mahmud,Dobbson,Male,59,22,1999-08-16,"Compensation Analyst","Financial Services","High Net Worth",N,ã»(ï¿£âï¿£)ã»:*:,No,2,"7837 Derek Street",2147,NSW,Australia,9
2797,72,848,12/08/2017,FALSE,Approved,"Norco Bicycles",Standard,medium,medium,360.4,$270.30,42710,$90.10,August,848,Lannie,Chat,Male,79,43,1979-06-25,"VP Product Management",Manufacturing,"Mass Customer",N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,13,"641 Waywood Lane",2336,NSW,Australia,7
2877,63,849,24/08/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146,"$1,383.61",August,849,Sylvan,Capper,Male,72,52,1969-09-15,Librarian,Entertainment,"Mass Customer",N,nil,No,10,"49 Buhler Plaza",2650,NSW,Australia,2
445,65,850,25/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145,"$1,028.76",November,850,Nevin,Hanfrey,Male,79,21,2000-09-24,"Clinical Specialist",Health,"Mass Customer",N,,No,1,"56 Graceland Alley",3031,VIC,Australia,7
2516,69,851,24/09/2017,TRUE,Approved,"Giant Bicycles",Road,medium,medium,792.9,$594.68,33552,$198.22,September,851,Cammi,Tesmond,Female,19,34,1987-12-30,"Project Manager",n/a,"Affluent Customer",N,1.00E+02,Yes,2,"3 Magdeline Way",4415,QLD,Australia,2
1357,35,853,23/05/2017,FALSE,Approved,"Trek Bicycles",Standard,low,medium,1057.51,$154.40,34527,$903.11,May,853,Nolana,Rotter,Female,26,40,1981-10-04,"Media Manager I",Retail,"Mass Customer",N,1.00E+02,Yes,16,"18 Parkside Plaza",4122,QLD,Australia,4
589,7,854,04/10/2017,FALSE,Approved,"Trek Bicycles",Road,low,medium,980.37,$234.43,33429,$745.94,October,854,Charisse,Thoresby,Female,35,21,2000-10-24,"Marketing Manager",n/a,"Affluent Customer",N,"() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }",No,2,"681 Transport Pass",4055,QLD,Australia,7
3075,87,856,18/12/2017,TRUE,Approved,"Giant Bicycles",Standard,high,medium,1179,$707.40,35667,$471.60,December,856,Peyton,Monkeman,Male,63,33,1988-10-01,"Quality Engineer","Financial Services","Mass Customer",N,!@#$%^&*(),Yes,9,"59041 Independence Point",4020,QLD,Australia,9
52,96,857,27/11/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1635.3,$993.66,39427,$641.64,November,857,Theo,,Female,15,57,1964-08-14,"General Manager",n/a,"High Net Worth",N,,No,4,"55 Hovde Parkway",3975,VIC,Australia,8
2327,23,858,19/12/2017,FALSE,Approved,"Norco Bicycles",Standard,medium,medium,1198.46,$381.10,36367,$817.36,December,858,Barby,Charlwood,Female,79,42,1980-06-02,"Internal Auditor","Financial Services","High Net Worth",N,-1,Yes,9,"36903 Reinke Trail",3147,VIC,Australia,10
986,64,860,28/05/2017,FALSE,Approved,"Giant Bicycles",Standard,high,small,1977.36,"$1,759.85",38647,$217.51,May,860,Ida,,Female,80,41,1980-08-12,"Recruiting Manager",n/a,"High Net Worth",N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,7,"48 Bobwhite Crossing",4122,QLD,Australia,8
620,89,864,22/06/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1812.75,$582.48,40336,"$1,230.27",June,864,Regen,Nares,Male,6,52,1970-03-06,"Recruiting Manager",Retail,"High Net Worth",N,é¨è½æ ¼,Yes,4,"519 Maywood Pass",2768,NSW,Australia,10
1985,62,865,05/08/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143,$179.44,August,865,Germain,"De la Harpe",Female,73,57,1965-04-12,"Desktop Support Technician",Telecommunications,"Mass Customer",N,"ð¾ ð ð ð ð ð ð ð",No,19,"6712 Nova Crossing",2065,NSW,Australia,10
548,89,867,06/03/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079,"$1,305.25",March,867,Lura,MacKim,Female,12,49,1973-05-10,"VP Marketing",n/a,"Mass Customer",N,1/0,No,17,"71039 Packers Street",2034,NSW,Australia,10
214,46,868,22/03/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,41009,"$1,215.34",March,868,Effie,Duddy,Female,84,42,1979-07-18,"VP Accounting","Financial Services","Mass Customer",N,,Yes,11,"5 Hauk Lane",2650,NSW,Australia,3
1846,21,870,24/04/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160,$690.49,April,870,Hugh,Wilce,Male,63,58,1964-01-29,Pharmacist,Health,"Mass Customer",N,"(ï½¡â â âï½¡)",No,6,"2 School Street",2010,NSW,Australia,10
2701,68,871,06/11/2017,TRUE,Approved,"OHM Cycles",Standard,medium,medium,1636.9,$44.71,34996,"$1,592.19",November,871,Janka,Yesinin,Female,40,30,1992-01-20,"Recruiting Manager",n/a,"Mass Customer",N,â°â´âµ,Yes,5,"9254 Straubel Street",3034,VIC,Australia,9
1459,42,874,14/05/2017,FALSE,Approved,"OHM Cycles",Road,medium,small,1810,"$1,610.90",34071,$199.10,May,874,Howard,Oseland,Male,78,21,2001-05-05,"Recruiting Manager",Health,"Mass Customer",N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,1,"1 Springview Place",4800,QLD,Australia,5
2215,22,876,14/12/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345,$143.82,December,876,Neil,Jencey,Male,44,53,1968-10-06,"Physical Therapy Assistant",IT,"High Net Worth",N,"â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð",No,19,"42 Thompson Hill",2234,NSW,Australia,10
2251,35,877,06/04/2017,FALSE,Approved,"Trek Bicycles",Standard,low,medium,1057.51,$154.40,36498,$903.11,April,877,Didi,Milne,Female,92,34,1988-05-13,"Accounting Assistant III","Financial Services","Mass Customer",N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,3,"2 Pankratz Street",4812,QLD,Australia,5
381,14,880,18/09/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996,$737.17,September,880,Neely,Lundon,Female,11,58,1963-12-31,"Internal Auditor",n/a,"High Net Worth",N,../../../../../../../../../../../etc/hosts,Yes,10,"06419 Dayton Junction",3191,VIC,Australia,10
1666,18,883,27/01/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,39880,$143.82,January,883,Lolita,Bennie,Female,73,73,1949-06-25,Recruiter,IT,"Mass Customer",N,,Yes,0,"707 Spaight Place",2830,NSW,Australia,4
2710,85,885,23/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218,$547.28,December,885,Yancey,Wivell,Male,20,55,1966-11-11,"Statistician IV","Financial Services","Mass Customer",N,"1;DROP TABLE users",No,18,"583 Coleman Parkway",4213,QLD,Australia,9
421,9,887,28/04/2017,FALSE,Approved,"Norco Bicycles",Standard,medium,small,1216.14,"$1,082.36",33455,$133.78,April,887,Patrizius,Hardinge,Male,55,24,1997-11-17,"Recruiting Manager",Manufacturing,"High Net Worth",N,0,No,1,"91457 Anderson Avenue",3124,VIC,Australia,12
2101,51,888,23/02/2017,TRUE,Approved,"OHM Cycles",Standard,high,medium,2005.66,"$1,203.40",41009,$802.26,February,888,Chickie,Gulleford,Female,62,58,1963-11-10,"Accountant IV",Manufacturing,"Mass Customer",N,"ì¬íê³¼íì ì´íì°êµ¬ì",No,10,"39 Ronald Regan Alley",3765,VIC,Australia,8
386,13,892,01/10/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,38693,$574.62,October,892,Conroy,Healy,male,22,74,1948-03-05,"Office Assistant II",IT,"Mass Customer",N,,Yes,0,"7 Reindahl Center",2767,NSW,Australia,8
461,46,893,09/07/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427,"$1,215.34",July,893,Gibby,Fearnley,Male,97,38,1983-09-11,"Geologist I",IT,"Mass Customer",N,âªâªtestâª,No,16,"6382 Bayside Street",2153,NSW,Australia,10
781,0,897,10/05/2017,TRUE,Approved,,,,,311.54,,0,$311.54,May,897,Pris,Fance,Female,25,53,1969-01-11,"Account Executive",Manufacturing,"Mass Customer",N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,11,"88022 South Road",4511,QLD,Australia,5
1444,83,901,09/10/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,36367,"$1,408.91",October,901,Letta,McCarter,Female,13,47,1975-04-27,"Recruiting Manager",Retail,"Mass Customer",N,"(ï½¡â â âï½¡)",Yes,16,"237 Summit Pass",4506,QLD,Australia,3
2041,39,902,06/06/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1812.75,$582.48,40336,"$1,230.27",June,902,Selene,Vasiltsov,Female,37,32,1989-07-26,"Staff Scientist",Retail,"Mass Customer",N,1.00E+02,No,18,"1 Cottonwood Street",3150,VIC,Australia,9
3061,19,903,17/10/2017,FALSE,Approved,"OHM Cycles",Road,high,large,12.01,$7.21,39880,$4.80,October,903,Hewe,Lidgley,Male,46,61,1961-07-03,"Recruiting Manager","Financial Services","Mass Customer",N,â£,No,14,"8642 Forest Run Avenue",2026,NSW,Australia,9
613,91,904,03/03/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,40553,$128.46,March,904,Kariotta,Ludman,Female,51,48,1974-05-06,"Database Administrator II",n/a,"High Net Worth",N,"1;DROP TABLE users",Yes,11,"352 Bonner Crossing",3084,VIC,Australia,8
2196,97,905,21/01/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458,$50.66,January,905,Dorian,Drinkel,Female,41,44,1978-02-11,"Safety Technician II",Manufacturing,"Affluent Customer",N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,12,"52726 High Crossing Junction",3802,VIC,Australia,7
1002,52,906,14/12/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,33455,$957.02,December,906,Cammy,Marcroft,Male,73,23,1998-12-30,"Financial Analyst","Financial Services","High Net Worth",N,1,Yes,3,"60086 Summit Lane",2116,NSW,Australia,10
930,0,907,04/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,35470,$43.97,December,907,Eamon,McWhin,Male,51,43,1978-12-25,"Sales Associate",Property,"High Net Worth",N,"Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼",Yes,17,"5 Farmco Way",2747,NSW,Australia,8
1525,62,909,12/04/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,34244,$409.86,April,909,Suzette,Surgison,Female,77,62,1960-01-04,Operator,n/a,"High Net Worth",N,â¢,Yes,8,"2 Derek Pass",2222,NSW,Australia,7
1267,18,911,04/11/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345,$143.82,November,911,Marcellus,Shawcroft,Male,62,47,1974-10-13,"Structural Analysis Engineer",Property,"Affluent Customer",N,"ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²",No,3,"69278 High Crossing Place",2795,NSW,Australia,5
2452,96,914,31/01/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",38002,$129.01,January,914,Marc,Egleton,Male,73,23,1999-06-16,"Chemical Engineer",Manufacturing,"Affluent Customer",N,ð©ð½,Yes,2,"8 Colorado Circle",3730,VIC,Australia,4
3162,91,915,02/12/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367,$25.09,December,915,Austina,Orrice,Female,17,37,1984-09-07,"Budget/Accounting Analyst IV",Entertainment,"Mass Customer",N,NIL,No,7,"55 Daystar Court",2234,NSW,Australia,10
1046,67,917,05/06/2017,FALSE,Approved,"Norco Bicycles",Road,medium,medium,544.05,$376.84,38647,$167.21,June,917,Odo,MacKaig,Male,63,58,1964-05-06,"VP Product Management","Financial Services","Mass Customer",N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,19,"3828 Norway Maple Avenue",2027,NSW,Australia,11
1348,40,918,10/05/2017,TRUE,Approved,"Trek Bicycles",Road,medium,large,1894.19,$598.76,37823,"$1,295.43",May,918,Mahmud,Chiles,Male,73,47,1975-02-26,"Internal Auditor",Health,"High Net Worth",N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,13,"3044 Summer Ridge Center",3060,VIC,Australia,8
448,4,919,28/09/2017,TRUE,Approved,"Giant Bicycles",Standard,high,medium,1129.13,$677.48,38258,$451.65,September,919,Grove,Peltzer,Male,48,34,1987-07-17,"Registered Nurse",Health,"Mass Customer",N,"ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥",Yes,13,"43455 Carey Center",4131,QLD,Australia,4
1799,46,920,04/04/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427,"$1,215.34",April,920,Stefano,Thornborrow,Male,89,46,1976-01-19,"Software Test Engineer IV",Health,"Mass Customer",N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,19,"57953 Drewry Street",2518,NSW,Australia,10
307,35,923,20/04/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,$954.82,42688,$448.68,April,923,Garrek,Grimwade,Male,44,45,1977-06-26,"Senior Financial Analyst","Financial Services","High Net Worth",N,NULL,No,19,"2309 Gulseth Way",3199,VIC,Australia,8
1753,0,925,25/07/2017,FALSE,Approved,,,,,149.3,,0,$149.30,July,925,Nicko,Pembridge,Male,42,43,1978-08-07,"Accountant IV",Manufacturing,"Affluent Customer",N,!@#$%^&*(),No,16,"10421 Cordelia Parkway",3188,VIC,Australia,12
3109,49,926,19/08/2017,TRUE,Approved,"Trek Bicycles",Road,medium,medium,533.51,$400.13,41064,$133.38,August,926,Terrel,Matthisson,Male,18,56,1965-10-14,Professor,Telecommunications,"Affluent Customer",N,NULL,No,10,"35454 Welch Hill",2477,NSW,Australia,6
76,22,927,10/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,33552,$15.08,March,927,Jarret,,Male,25,56,1966-02-19,"Cost Accountant","Financial Services","Mass Customer",N,00ËÆ$-,Yes,18,"3403 Spenser Terrace",3143,VIC,Australia,8
814,0,928,24/07/2017,FALSE,Approved,"Trek Bicycles",Road,medium,medium,290.62,$215.14,35667,$75.48,July,928,Porty,Clemmitt,Male,61,49,1973-05-14,"Associate Professor",n/a,"High Net Worth",N,"ð¾ ð ð ð ð ð ð ð",Yes,18,"06 Oneill Parkway",2770,NSW,Australia,7
1729,69,929,25/08/2017,FALSE,Approved,"Giant Bicycles",Road,medium,medium,792.9,$594.68,33879,$198.22,August,929,Kippy,Conerding,Male,0,56,1965-09-04,"Database Administrator III","Financial Services","Mass Customer",N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,13,"243 Ridge Oak Center",2195,NSW,Australia,9
1074,33,931,05/04/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,small,1311.44,"$1,167.18",35560,$144.26,April,931,Katrina,Sappson,Female,59,22,1999-08-07,"Design Engineer",Manufacturing,"Affluent Customer",N,1/0,Yes,1,"33 Farwell Crossing",2575,NSW,Australia,10
1033,49,934,30/12/2017,FALSE,Approved,"Trek Bicycles",Road,medium,medium,533.51,$400.13,35707,$133.38,December,934,Marcellus,Louisot,Male,76,26,1996-01-22,"Human Resources Manager",Manufacturing,"Mass Customer",N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,6,"633 Cordelia Alley",3037,VIC,Australia,7
1359,35,935,27/03/2017,TRUE,Approved,"Trek Bicycles",Standard,low,medium,1057.51,$154.40,35052,$903.11,March,935,Aldin,Cracker,Male,76,27,1994-09-12,"Marketing Manager",n/a,"Mass Customer",N,$1.00,Yes,3,"32 Dennis Hill",2233,NSW,Australia,9
221,35,936,08/05/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,$954.82,42688,$448.68,May,936,Raffaello,Godleman,Male,64,34,1988-05-16,"Speech Pathologist",Health,"High Net Worth",N,ð,No,3,"54905 Anniversary Pass",4570,QLD,Australia,2
2760,65,937,03/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145,"$1,028.76",November,937,Nikolos,McKyrrelly,Male,65,36,1985-11-15,"Human Resources Assistant IV",Manufacturing,"Affluent Customer",N,""'",No,15,"5 Gale Street",4507,QLD,Australia,8
222,8,939,08/07/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649,$187.39,July,939,Cristian,Theodoris,Male,53,61,1961-01-10,"Product Engineer",Manufacturing,"Mass Customer",N,"1;DROP TABLE users",No,6,"6183 Morrow Court",2113,NSW,Australia,11
348,40,940,11/08/2017,FALSE,Approved,"OHM Cycles",Standard,high,medium,1458.17,$874.90,38750,$583.27,August,940,Marnia,Claesens,Female,3,35,1987-06-16,"Administrative Officer",Manufacturing,"Mass Customer",N,"() { 0; }; touch /tmp/blns.shellshock1.fail;",No,9,"9 Colorado Trail",3799,VIC,Australia,3
484,3,941,04/05/2017,TRUE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,$388.92,37823,"$1,702.55",May,941,Tye,Doohan,Male,13,27,1995-02-02,"Recruiting Manager","Financial Services","Affluent Customer",N,á,Yes,1,"627 Ronald Regan Alley",4505,QLD,Australia,6
1922,21,942,09/08/2017,,Approved,Solex,Standard,medium,large,1071.23,$380.74,34165,$690.49,August,942,Shirley,Brook,Female,31,48,1974-02-07,"Director of Sales","Financial Services","Mass Customer",N,1,Yes,14,"93446 Eagle Crest Plaza",2229,NSW,Australia,10
891,40,943,09/09/2017,TRUE,Approved,"OHM Cycles",Standard,high,medium,1458.17,$874.90,38750,$583.27,September,943,Holly,Gamett,Male,94,42,1979-09-17,"Legal Assistant",Property,"Affluent Customer",N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,15,"9 Clyde Gallagher Plaza",3021,VIC,Australia,7
2123,0,945,28/06/2017,TRUE,Approved,"Trek Bicycles",Standard,medium,medium,499.53,$388.72,35707,$110.81,June,945,Hebert,Bernocchi,Male,59,23,1998-08-26,"Human Resources Manager",n/a,"High Net Worth",N,â°â´âµâââ,Yes,1,"221 Coolidge Parkway",2010,NSW,Australia,9
